Term,Term-id,Term-frequency
#tcot,88,113
heroes,146,2
russia,7988,1
concise,6223,3
willard,1198,18
winnertakesall,5159,1
pen,8377,1
#wantstobeanywherebuthere,9269,1
#dead,1626,7
#ego,2918,1
peo,10158,1
per,2490,16
skunk,5083,1
pet,2659,4
#oldschool,3698,1
scripted,10072,1
#voteromney,2676,2
grandwizard,4151,1
r's,7155,3
faltado,4882,1
oscar,544,7
period,1857,6
africa,3020,12
#foxnews,4261,4
proceed,4327,1
birth,3121,13
houseromney,7992,1
#debt,9876,1
pfc,9451,1
slowly,4037,9
obiwan,9962,1
ex's,1917,1
ever,877,154
loving,3097,7
americai,9257,1
birdhow,8242,1
even,515,203
texted,3014,2
#everybodyisthinkingit,3804,1
yeppp,10103,1
kickrockzshawty,767,1
obama,1,2347
rapper,7048,2
disgusted,6234,2
restricting,6511,1
pees,5584,1
kinda,374,18
shaves,10610,1
rapped,2066,1
parecen,7723,1
violence,3296,3
monday,4848,2
lineas,919,1
bought,2499,7
kickin,8165,1
peel,10432,1
forsmooth,9862,1
#romneyvobama,4540,1
ronaldo,10106,1
phd,7445,1
beforeobama,2091,1
caucus,8665,1
oookaaaayy,9979,1
ptrsident,6079,1
#basegod,4091,1
retains,6987,1
imagining,8837,1
burying,3381,2
imposed,860,1
arrow,6493,2
#barackobamafinancial,8903,1
reign,1421,1
mocha,7490,1
tempo,8082,1
manner,2664,1
pic,2813,2
wastin,9429,1
debate#teamobama,4789,1
kidney,4175,1
tweetsi'd,7753,1
office#obama2012,9612,1
pin,524,26
#voterit,4422,3
#vma,4667,1
attylol,4391,1
#mccoyformoderator,4427,1
lollll,10102,1
#fairlyoddparents,4989,1
pit,6604,2
stock,3978,2
couric,10277,1
spielberg,8012,1
unfollowing,5128,1
everyone,930,79
disagreed,4337,3
unmanned,9866,1
goldsboro,7067,1
senator,4211,4
girlfriend,3303,3
chico,6182,1
privates,8735,1
spidermans,8102,1
snow,9425,1
evil,4371,3
motha,6976,1
rising,3454,1
locate,1834,1
unclear,5122,1
cause,228,73
despise,1715,1
oblong,10387,1
jobseconomy,5899,1
represents,9420,2
frappichinos,7491,1
huzzah,5201,1
design,6821,1
attending,8809,1
working,222,24
friday,6752,2
explanations,10014,1
#twitter,583,1
victim,5778,1
skull,10608,1
department,5525,1
xmas,7147,2
buttons,1072,1
doddfrank,2952,3
follower,5335,2
pla,2425,1
perdido,927,1
predator,5882,2
chief,141,13
liberties,2111,3
barracuda,7649,1
kicked,3738,9
despite,1992,4
followed,3398,5
selfdeport,3403,1
burning,3798,3
uninspiring,9045,1
jessica,9286,1
obey,9307,1
treading,2578,1
pls,8747,4
fantastic,5026,5
interested,1390,8
#cfamerican,10287,1
plz,10364,1
pell,2747,4
#romeo,10316,1
libertad,112,1
#deatserus,6023,1
teenagers,878,72
nostrols,3721,1
nowhat,4000,1
firstborn,8527,1
theocracy,4128,1
prettyboy,9728,1
#litchurly,7378,1
liberty,834,28
lmaoooooo,1089,1
convo,3293,3
meeting,1346,2
confidential,644,1
bible,6135,2
inefficiency,6373,1
argumentspull,5623,1
insurances,8689,1
tuning,8862,1
began,4839,1
#scotus,5431,1
recognize,4545,3
classing,8573,1
iambic,6506,1
slayers,10672,1
moochers,4389,2
foresaw,6568,1
reality,4739,4
offend,5453,1
rover,5976,1
actions,3690,4
buena,10689,1
fighttttt,511,1
theee,7846,1
#nothelpful,4562,1
realist,1052,1
panels,1576,6
gonnna,3935,1
#lehrerpowerfailure,2237,1
giving,318,34
facts,319,30
prize,5855,1
filibusterer,3288,1
inalienable,3623,1
pop,3717,6
por,4890,3
blackisthenewblack,9371,1
routine,9722,1
excuse,1228,14
must've,2553,3
darnit,6721,1
romnwys,5621,1
pow,8634,1
confidentpresidential,10402,1
demonstrating,278,3
trillion,3346,10
escape,9984,1
funny,870,46
gives,1284,12
receive,464,8
equate,9324,1
hoodrats,1879,1
consulting,6904,1
mccaini,8898,1
gradient,9996,1
ppl,1226,33
declaration,1844,19
actualy,6164,1
standing,3011,10
realise,1986,1
tweetin,3618,3
#romey,5839,1
ppv,8811,1
prosperous,3764,1
feelings,6912,2
friendship,6350,1
smith,2783,4
#dkden,6607,1
disappointed,613,4
bird's,1906,4
conservatives,3578,4
continue,1381,13
weedenrange,4432,1
ostrander,5231,1
mittins,534,1
realize,1102,21
studder,9221,1
offers,4654,1
given,886,14
pre,807,6
#whywillardislosing,8196,1
marathon,7456,1
yesssssss,10559,1
presidentlol,7462,1
uncomfortable,1600,6
freed,5965,1
freee,6157,1
reproduc,2889,1
pro,5787,4
secrets,1127,9
disappears,2177,1
favoritism,1558,1
medias,51,1
sprinting,393,1
enjoyi'll,5802,1
playing,1038,18
employees,387,3
psa,9437,1
#richgetricher,8930,1
netanyahu,8183,1
asking,654,13
pero,8026,1
babble,7515,2
whoops,7086,3
complaining,5383,8
anything,1117,71
newton,5748,1
#moderator,10189,1
freak,5356,3
#moniqueformoderator,6109,1
whoopi,8958,1
bloggers,1443,1
retired,6081,1
africanamerican,6952,1
#clinton,8431,1
#reelectobama,5807,1
adrunk,1724,1
romneyryan,802,8
overview,3425,1
safewhat,2808,1
grumbling,3220,1
dashing,4052,1
gingrich,7784,1
windows,4597,6
premiere,6312,1
pts,5446,3
genius,743,17
#mitt#longashes,4933,1
wellpoint,1365,1
#icanvotethisyear,9048,1
#whitegirl,8823,1
#southpark,4624,1
educationwhere,8543,1
medico,8991,1
typical,9071,1
pub,4699,1
#pmsaprobs,10042,1
medicare,1578,25
pushy,4493,2
#thehell,8926,1
forming,2121,1
#crazynights,7509,1
#imperialism,8038,1
hecks,7408,1
circles,679,7
doesbetter,6125,1
program,6346,7
#ineedtogrowup,7249,1
legeslative,9959,1
continually,3418,3
put,168,52
#kids,5950,1
#willmcavoy,3566,1
romneyobamacare,1456,1
hahah,4744,3
judy,5806,2
options,5360,3
#michelleandbarack4eva,10639,1
classier,8814,1
trap,9394,2
struggle,2363,17
mmmmm,3154,1
grows,3329,3
#homerun,2923,1
underserved,6823,1
mirrors,2707,1
roughshod,6581,1
#serious,6136,1
iran,9983,1
iraq,2434,2
miran,4755,2
#changingsubject,6341,1
ramen,6086,7
awhile,7978,1
regenerate,5038,1
light,944,6
apparently,3147,10
smh#debate2012,9494,1
mccain,1139,6
unfounded,2301,1
valuable,8583,1
fabulist,8881,1
uppercuts,7583,1
mcavoy's,2412,1
nader,3834,1
pahahahahah,5059,1
artist,7546,1
barack,81,82
campaign's,3729,1
elite,730,1
crimson,4987,1
this#debates,6684,1
#votervirgin,2897,1
massachusettsnow,9332,1
theme,4967,2
grown,6091,4
#cant,6739,1
#nuclear,3895,1
#latinos,5933,1
#messiah's,5490,1
fiasco,9205,1
lmfaooooo,3617,1
o'neill,1534,10
miranda,5958,1
lately,9300,1
disgrace,10609,1
strides,6326,1
rookie,8762,1
flipflopping,3131,2
smeared,8020,1
blackfashion,3567,1
organizer,6291,2
permanent,7955,1
foster,5416,3
organized,5151,2
infested,7547,1
choice,2457,21
paciencia,4883,1
trey,3652,3
replace,2924,39
ramblings,7840,1
stomach,9482,2
emulate,9790,1
listen,551,53
wondering,6129,10
trek,3390,1
yikes,7134,1
major,5007,7
answering,1067,8
#boom,1461,5
pussy,2572,5
interrupt,714,31
worldwide,5254,4
funds,2470,5
consider,3833,6
uuuuuhhhhhhhhblank,10156,2
group,932,2
connotes,4648,1
tack,9629,1
gross,1007,2
#teacher,4490,1
#bigbirdi,8186,1
dolet's,9610,1
tree,5458,2
#yayteachers,8421,1
novela,9097,1
#backpeddlethatone,1668,2
taco,6647,1
tenere,10446,1
soal,7926,2
hurts,2381,6
#snapbacksandtattoos,8772,1
obamadisrespect,9943,1
absolutely,3604,23
that'll,6241,3
it'd,9225,1
chantingmitt,663,1
#sitdownyourbitchassdown,7972,1
mariah,1187,1
novels,2555,1
4got,6516,1
#fuckoff,2271,1
composure,6800,3
hoes,2644,3
glbt,2646,1
howard,8219,1
rocking,9217,1
interrumpe,4884,1
#obamawinning,6803,3
percent,3130,6
#stopromney,5754,1
decades#debates,1694,1
general,4510,4
#prowselandia,5569,1
#canttakeit,7564,1
infront,10414,1
frighten,1519,1
uphold,3965,4
#more,8765,1
henson,9836,1
grealish,2329,1
#owning,4811,1
#ruderomney,5602,1
alleyoop,10308,1
process,1574,3
obvs,3916,1
happyness,7060,1
embassies,7689,2
#romney,66,563
#rocdebate,4488,1
programs#freedomtrailer,7855,1
clear,1212,29
substituting,7732,1
craven,8744,1
clean,2569,9
landslide,8632,1
soda,9329,1
resurfaced,10706,1
#teaparty,1723,14
simpsons,4571,1
sock,4031,4
followup,5665,1
tweeted,3547,6
governing,3692,3
opponents#denverdebate,9007,1
kiiiiiiiiill,8977,1
listed,3858,1
#war,5910,1
himhis,10582,1
reelected,1934,10
rulebreaker,2046,2
obvi,9246,1
neither,132,17
glad,491,12
everever,19,3
hurry,3943,1
#way,8768,2
account,6588,5
sometime,8970,1
mostly,556,6
hogs,3574,2
media's,8317,1
asians,3778,1
innocent,2695,2
safer,2691,1
videos,7312,1
#replacementassmoderator,8336,1
trip,2059,2
lowkey,1407,4
#truestory,10253,1
#poorkidproblems,10449,1
disappointmentfailure,6027,1
auerbach,4929,2
hunting,9232,3
#swingstate,5655,1
rally,9611,1
jump,3464,5
knowledge,7673,3
prime,7960,2
happen,429,13
intellect,6963,3
loyal,5417,1
mainstream,5489,1
combo,6637,1
laiden,8314,1
trie,8552,1
population,4011,5
#priorities,8924,1
route,9739,1
mucho,4885,2
culter,5589,1
islands,272,4
trying,162,83
#presidentalpimpslapand,9278,1
brushes,6194,1
millions,1944,6
tagg,3440,1
soooo,3956,4
beems,7397,1
wisely,6632,1
gangnam,6681,3
#religiousfreedom,7261,3
comes,660,26
#haha,5262,1
obamahe's,6251,2
livetweet,8544,1
#ifobamaloses,4035,2
teeanagers,5293,1
trusting,7584,1
bottle,2287,1
smokers,7419,1
moderatorso,6474,1
involvement,4074,1
peter,1033,2
hearing,2752,13
wedding,1387,3
brotha,9735,1
spare,3263,1
barry's,1827,2
scoobie,9672,1
gover,5146,1
democrats,1196,13
tail,7622,2
emotional,2853,3
pistol,3185,1
partidos,10682,1
tells,1568,9
whuuuuut,7351,1
legged,3743,1
millionairebillionaire,4420,1
june,7746,2
#youtubepolitics,2778,9
#edshow,7618,1
series,5220,3
junk,7108,2
#forwardnotback,1095,3
glen,6613,3
represent,4362,5
goodwill,5842,1
compete,8389,2
accountant,9761,1
apathetic,7062,1
trickles,1109,1
#douche,6644,1
hold,890,26
#imstillvotingforhim,5773,1
tale,6630,1
correctly,3864,5
9thnot,7898,1
chinese,8640,2
trail,8676,1
absurd,3767,3
#feh,7235,1
#hair,6631,1
scolds,7916,1
talm,8268,3
presidentwantin,10001,1
underwear,1605,1
talk,474,130
tall,2294,1
goptea,6064,1
hundredth,9815,1
vault,10323,1
train,6656,3
#knucklehead,9957,1
dedicated,10567,1
planet,1602,3
insincerity,9521,1
fifthbiggest,3552,1
planes,4596,2
researching,6146,2
creep,8197,1
take,127,130
pueden,52,1
budgets,5507,1
immediate,5759,1
planed,459,1
beneficial,7593,1
undecided,3796,7
#keanosu,2313,3
unionized,4875,1
forbids,6709,1
millionjay,7879,1
session,9467,2
tostitos,10650,1
additional,4723,2
#confused,2154,3
primarily,8282,1
tang,6264,1
#why,6539,1
passes,8459,1
alpha,5234,1
homo,4784,2
juss,8840,1
passed,1484,7
kiezers,8147,2
just,37,781
yasss,3780,1
#iowa4obama,4237,1
respects,5537,2
owner,9970,1
maneeeeeeeeee,3975,1
qet,9973,1
holy,1206,12
#90minutesi'llnevergetback,8384,1
later#debates,9941,1
idiot,1509,20
cristiano,10105,1
44th,8935,1
mcduck,10322,1
200k,4342,1
blabbering,8974,1
home,742,17
oscars,6299,1
insomnia,10354,1
hole,1336,12
eahhh,10372,1
existing,808,6
material,4369,3
owned,1793,2
iron,4779,1
holo,7106,1
tweeting,937,26
intolerant,6824,1
uselessneither,7272,1
safei,2690,1
explain,3211,19
plansthat's,7156,1
arguing,4436,6
answers,1286,26
sooo,2954,11
hope,353,50
payer,1692,2
pres#obama,10005,1
soon,372,12
b's,2671,1
wilfred,5136,1
executive,6347,1
#boxing,3588,1
sons,3439,2
tape,10605,1
fathom,7778,2
#golf,9030,1
hoop,9746,1
glazed,6480,1
song,443,5
onthejob,7003,1
heartless,8244,1
gitmo,3732,1
dissin,9173,1
funniest,5652,2
cream,6069,1
hood,3819,3
#cantafford4more,147,26
heavy,9729,1
everythin,10503,1
disrespecting,43,2
hardest,9532,1
cancelled,4601,2
#prochoice,10700,1
#obamaisnervous,7878,1
deity,9379,1
constitutionality,5466,1
#cflaw,10286,1
sings,444,1
#whitepower,8886,2
unpleasant,7620,1
moses,8325,2
pouncing,7446,1
withhe,10048,1
summer,3800,2
smirk,2084,24
nerves,2014,4
robert,5290,1
abbey,5217,2
haveunless,7502,1
streaming,6006,2
perexisting,6984,1
#bodinedebate,9077,1
autocorrects,7754,1
member,4529,3
butts,4570,3
affirmative,1480,1
together,449,26
chompin,9408,1
samesex,9754,1
within,1548,3
socially,5491,2
#person,8766,1
health,215,100
#kanye,3125,2
telur,8599,1
positive,4496,8
pisces,7390,1
favourite,9500,2
arrogance#decision2012,1465,1
agents,5661,2
o'neil,3469,1
#electionsu,5129,2
f'cking,9566,1
machine,7473,2
weirded,8227,1
efficiently,223,2
evening,9438,3
return,9147,1
abortiongay,8295,1
sering,7476,1
fredrick,4907,1
#woo,4473,1
practically,9954,2
rehash,8639,1
serve,1378,7
reptile,4043,2
gameslmaooooo,10383,1
tution,9687,1
equating,194,1
allllll,8626,1
drown,7363,1
grinch,7691,7
annoys,1257,3
smile,1327,23
confused,2191,8
fing,2489,1
hosp,6608,1
fine,2654,11
find,2256,25
host,1622,6
lapel,5725,7
shittiest,9289,1
bowles,8520,4
selected,8681,1
#champ,9540,1
#wps,5148,1
#turnup,8627,1
seriously,129,30
sort,3031,6
fill,4565,3
whimpering,6468,1
hears,8042,2
heart,1215,6
wanders,4970,1
trash,540,6
convenient,3086,1
horn,6957,2
task,9138,1
true,2073,35
flaws,7283,2
#ctfu,7633,1
antigay,9660,1
tactics,505,1
sore,6837,1
racked,2376,2
position,2819,5
#theblazetv,2945,2
#hollywood,10416,1
since,156,35
eastwood,3175,1
evitan,4753,2
#husband,1916,1
#satc,5742,1
soup,8190,2
soul,8229,1
groove,3428,1
certificate,6047,3
#doctorwho,10388,1
appears,3920,6
#ushistory,8937,1
reallyyyy,4103,1
sour,10475,1
prepteam,8867,1
#pickensplan,6208,1
plumber,9951,1
hour,884,14
leadership,3613,3
ranked,1890,11
prius,9383,1
#fox,9712,1
heard,734,22
experienced,5764,1
falling,3827,3
execution,8457,1
#masen,4446,1
procrasting,9538,1
#ronpaul,2622,1
livestream,4745,1
heaps,1364,1
badger,4415,1
narrator,7021,1
romeny,1132,7
fiina,3636,1
pulling,1928,6
online,3958,6
writer,3612,2
simplify,9183,2
writes,1969,2
coming,1624,31
credible,5540,1
scream,737,4
giddy,3770,1
ummif,2577,1
firm,7542,1
coughing,9139,1
capcom,10034,1
#freestylewonk,6374,1
ignorant,565,33
lieing,9220,2
fire,2193,26
stepdad,9781,1
#myopinion,7535,2
pentagon,479,2
sticking,3968,3
obama#romney#romney#romney,6968,1
spray,2286,2
uplift,4316,1
tryn,4608,1
#liberalhack,1722,1
roomien,8502,1
haircut,9491,1
tiger,5473,1
taxe,6431,1
#mittromneyreally,7047,1
#wtf,7267,4
except,4071,18
programs,1608,3
obamamedia,10635,1
#raisedright,9445,1
foreigner,4057,1
professionalism,4080,1
governor's,10247,1
illinois,2557,2
knocked,8628,1
#obama's,493,12
global,6114,2
#sorude,8561,1
metheard,8682,1
fist,2944,9
vomit,9819,1
govts,5506,1
outline,9960,1
unless,1660,29
perspective,5191,1
wonderfully,7604,1
ropeadope,355,3
eiffel,9830,1
operating,4710,1
everest,747,1
#amen,3966,3
nonononobody,10124,1
people,35,436
landscaper,6215,1
yankees,4553,2
announces,3871,2
#decva,6213,1
announcer,2183,1
gourmet,9236,1
obligations,7145,1
healthcarecomplete,9871,1
nonsmall,9969,1
inside,3074,5
dcor,7033,1
mainly,10119,1
cacando,10675,1
leaves,3746,2
infections,10055,1
hahahha,9360,1
doggy,6434,1
futureromney,6672,1
five,274,23
#presdeb,8513,1
beforehand,8254,1
falcons,772,1
tuxedo,8310,1
romneycould,5643,1
fits,3156,2
hunger,974,46
offshore,7811,1
#denv,5685,1
announced,5289,3
squad,8486,1
owning,707,5
whooville,5870,1
slept,5339,1
romeys,7085,1
guessed,9949,1
campaign,598,23
conflict,4527,1
que,49,6
kills,3915,5
loudly,3581,2
reasons,3095,5
squat,6602,1
lmaoo,6405,4
scheduled,7330,1
begging,2233,1
father,2838,10
killp,4115,2
update,849,2
quo,6858,1
regis,7581,1
beinart,1034,1
commerce,2189,1
assistance,2779,5
hitler,6642,1
#union,5170,2
bolmbo,9398,1
declaring,7663,1
wants,646,143
tripsboost,6040,1
definition,102,7
fallacious,7861,1
moron,287,6
wonder,715,28
every,208,120
mansion,2131,1
summary,1607,3
answered,2304,8
#nailedit,7167,2
rereresponds,4328,1
madness,6168,1
alvarez,8703,1
taxpayer,5347,2
indians,3777,2
hellof,8393,1
cranberry,7113,1
osama,2262,17
jeez,10440,1
#diggingahole,5252,1
disadvantaged,8793,1
mrmcallen,3899,1
anniversaryi,10163,1
mutch,8949,1
#sackup,1177,1
govnr,10468,1
hardon,8163,1
prick,4917,3
grammar,6105,1
waitwhat,4384,1
price,7053,3
yelled,4742,1
games,975,48
defensive,8429,2
leavin,8674,2
winnershttptcozrh0pv3r,1444,1
dependent,1782,2
monstering,10611,1
stapler,2703,5
dibiasi's,4966,1
thirstyyy,10677,1
dislikes,5057,1
agree,389,54
focusing,1923,4
#readup,10474,1
imagination,933,1
#teamobamabut,7694,1
valucity,9056,1
cartman,5955,1
jedi,8967,1
cluck,10407,1
enjoyment,7756,1
enjoyable,6740,1
nobamaits,7130,1
anyone,433,86
#dumbfucks,7867,1
pride,4215,1
favorite,1083,8
indenified,4509,1
danced,9031,1
#obama12,3005,4
spain,10597,1
lansing,9613,1
donations,3554,2
vampires,5814,2
#cashmoney,6483,1
damages,10116,1
protector,4983,1
birds,9806,2
substitute,9327,1
#didntthinkso,9555,1
goobama,7055,1
uniform,9116,1
overconfident,10634,1
morse,4114,2
stritch,4190,1
hopes,542,4
reduces,10054,1
outttttttttt,10110,1
collective,7522,2
demonstrated,1630,1
buddy,4424,2
muted,6057,1
wherever,2968,1
finger,268,7
established,6144,2
spaz,9581,1
railroad,854,5
#false,2502,1
unprepared,6780,3
caused,6262,5
agenda,4761,3
thunk,6331,1
evolving,10642,1
thump,9903,1
fumes,10607,1
accordin,2712,1
anonymous,6615,1
ithis,4308,1
heshe,9780,1
spar,2438,4
spam,4864,1
officeobama,9299,1
prefer,4516,2
zooted,5945,1
struggled,4056,4
minority,9588,2
iknow,5577,2
space,4107,5
reference,2787,10
hahahahah,7944,1
ummmm,1110,1
#stillwaiting,2947,2
#equivocating,10613,1
struggles,3524,3
ayers,7779,1
demonstrates,10071,1
whoopeei,9105,1
himlooks,729,1
bottom,2641,5
commitment,3472,5
fossil,3334,1
diarrhea,6141,1
#campaign2012,8430,1
covered,2254,11
slogan,599,10
rumble,7405,1
thugs,10710,1
excels,9033,1
#dumbledoreforpresident,3228,1
arrival,6055,1
frequent,8203,1
statements,248,16
outright,6765,1
laughs,9027,1
tracy,1482,1
terrorist,872,3
network,5000,2
momento,7726,1
#whitehouse,5260,1
lockheed,5757,1
jealous,7202,1
empowerment,8216,1
holding,2006,10
moments,1442,3
public,1021,28
pneumonia,6611,1
modivate,8678,1
forcefully,10616,1
beers,9543,2
nominee,1888,3
track,4366,4
proportionately,1438,1
4yrs,4324,4
conlaw,6058,1
modernization,8761,1
govis,9937,1
#romneymittskin,8530,1
resources,7748,1
sisters,2650,1
pleasseeee,1314,1
expensive,5195,5
performance,354,24
trade,3981,3
round,2590,9
currently,7189,3
serial,4954,1
ambassador,2810,13
fastfurious,1912,1
spew,4066,1
msnbc,2608,4
comic,7128,3
stevens,5328,6
horses,5263,3
normally,7383,1
vague,2385,12
references,7994,1
tennager,9644,1
building,5686,4
setting,2763,4
truuu,5158,2
score,4579,3
preexisting,1466,42
brutto,4291,1
quote,3224,10
pakai,7477,1
#dragrace,9887,1
alaska,668,1
rag,76,1
tangents,9919,1
jezzy,9622,1
wolverines,4005,1
ran,4213,7
rap,486,3
bohener,5603,1
rat,6783,1
younger,5340,5
#mitt'sanidiot,6328,1
raw,8328,1
smartass,10108,1
shaving,9046,1
ray,10205,1
shaking,3160,4
warming,7989,1
healthcareheavy,4686,1
predebate,8201,1
snort,675,1
heeft,8868,1
ketchup,3152,1
aaa,3284,1
isnt,2533,6
southern,8439,1
ringing,3016,2
throat,5637,2
ridiculed,6958,1
aah,6767,1
peeves,7263,1
dollar,2032,11
blamed,4721,1
slime,5825,1
#amazing,8054,1
belmont,7854,1
rolling,6249,4
#coolcustomer,1397,1
slimy,4045,1
tomorrow's,8167,1
scott,4442,1
#touchdown,818,1
nailing,366,2
pathos,8313,1
abc,6029,7
dubitativo,6694,1
abe,1174,11
pulled,2201,4
shrugs,5939,3
photo,5864,2
nooww,2219,1
abt,475,9
swing,2397,6
abs,4635,1
calling,533,21
spin,3919,2
#prezd2012,5883,1
#justaplus,7162,1
qualities,7582,3
#noconfidence,2092,1
#manupbro,9558,1
spit,5628,2
blames,624,1
aca,6822,1
register,7897,2
couple,1300,4
jerk,4997,5
flexing,1539,1
parses,7437,1
#fuckkkkk,9340,1
it#debates,4147,1
agreeing,2114,3
red,1219,28
ref,984,8
t'f,4973,1
recklessly,5527,1
act,1664,25
copes,2524,1
duck,3250,4
shortage,6099,3
finish,1745,40
helped,3718,5
rep,3555,5
#movielover,2831,1
add,5528,6
dreaming,8212,2
sheldon,5670,1
gesturing,1523,1
rev,2378,3
christians,5775,4
rex,8114,1
adl,7478,1
unpopular,8247,1
ninja,6703,2
cultures,8346,1
kanyeshrug,3730,1
therefore,4092,7
exchange,5636,5
washington,1172,4
businessesi,5916,1
rifle,9604,1
trust,422,30
magically,3843,3
rft,8670,2
cray,313,1
standardization,7372,1
morals,7487,1
jets,9234,1
#tfydebate,5444,2
salemsman,5830,1
breeds,6199,1
prevent,1039,3
dues,5479,2
#tjohara,3010,1
laser,7213,2
sorry,99,45
happiness,1658,39
ratings,4623,1
#ndaa,7745,1
morale,1828,1
#vaows,4309,1
snoop,10330,1
incapable,8258,1
reducir,10687,1
embrace,9757,1
practicing,3494,4
mitts,6380,4
label,6494,1
recorded,915,2
message,3664,4
mitty,10270,1
crap,1207,18
modify,5671,1
truth,3530,15
referenced,6417,2
moves,6816,2
ooooohhhh,9435,1
piledriver,8091,1
exempt,6915,1
dude,4004,27
himselfi,9411,1
age,4683,9
ouch,5433,3
shoulders,5988,1
#someonesdying,6833,1
smaller,6017,1
#dnc2012,9208,1
movie,2830,12
popcorn,4034,1
ago,1302,25
faulty,9890,1
rid,1358,20
years,426,159
interrompe,4283,1
gestures,6738,3
stuttering,1252,11
odds,3166,1
strangely,6332,1
rip,8014,1
aha,7403,1
gmnt,10624,1
businesses,788,4
ahh,8016,2
conceded,8918,1
#firefighters,6212,1
befefore,7899,1
whistle,3017,2
swiss,6917,2
hairp,7644,1
ahs,7225,2
exit,2717,2
melody,439,1
system,206,32
spot,1985,10
mighty,5445,2
presenting,2903,1
aid,2306,12
sophistication,6964,3
barons,10419,1
uncle,5362,2
ain,9391,1
air,2584,9
fartoh,8857,1
skilled,8880,2
cabrera,3111,1
segments,5145,1
crew,7443,2
defeat,5783,4
#hemad,6839,1
teamhahaha,7131,1
vacation,8659,1
speak,1586,33
cady,3132,6
outcome,7244,1
hotler,6905,1
jews,10307,1
#god,9094,1
tacos,3281,1
spoiled,7354,1
inauguration,7382,1
bobs,6634,1
lento,6695,2
trailthat,2995,1
sociopath,4803,1
#cuj13,6766,1
gmom,9096,1
future,2651,41
aka,3684,7
woodwinds,6301,1
creo,2730,2
#cnbc2012debate,4916,1
borring,9370,1
duhh,2518,1
rly,4645,1
#fullrepeal,6363,1
wizards,9835,1
theyre,1696,9
donald,1014,1
duke,8166,1
intetupted,4305,1
meatball,9242,1
impressed,9136,3
glove,9479,2
reelecting,3336,1
rating,4430,1
obamaliterally,10595,1
body,1134,17
#math101,7587,1
mode,2855,7
brains,3109,2
cage,6416,3
#gop,1242,28
ala,9069,1
implemented,6036,3
alf,10481,1
unamerican,4006,2
always,1028,43
xanadu,6163,1
already,373,72
rnc,3696,1
mcdonalds,7827,1
strangers,4503,1
maintaining,3391,12
breathes,3058,1
commenter,8293,1
obamacare,889,96
contemporary,3078,1
stupider,10165,1
presidnt,10496,1
#americansareidiots,9606,1
hiring,2788,9
rob,5296,3
canned,6989,1
bulshit,8787,1
dumb,416,28
responds,4276,2
farthest,3422,1
contracts,473,1
lifeline,4765,1
rol,115,3
businesshe,6673,1
encase,8798,1
ron,549,6
rom,6433,1
ration,6482,1
rot,9570,1
anc,6048,1
mofo,5421,2
row,4241,3
freaking,2698,12
ann,4168,5
cesar,9655,1
louder,3752,2
guilt,4374,1
abroad,9235,1
undermine,9953,1
sucks,1861,11
reelection,3081,3
assassinated,7227,2
#preach,4617,1
debate2012,6429,1
blitzed,8712,1
unnecessary,2097,1
potus,446,24
suggested,1966,2
caring,3526,6
yessss,7088,2
ladder,9037,2
polticos,10683,1
coraline,1077,1
tuned,9402,2
turkeys,4676,1
qaeda,8069,1
starring,2798,1
collapse,7629,1
honorable,10379,1
zinger,2922,4
superwallet,8574,1
silently,4236,1
truei,512,1
thought,26,48
concession,5684,1
legend,8363,1
taste,10313,1
anywhere,4772,5
drowning,10558,1
pedophile,262,3
gnight,7698,1
#nonexistent,6016,1
departmentsaka,10037,1
#reaganblessamerica,3297,1
hired,3854,2
poverty,4358,3
shelters,9210,1
llamf,9539,1
dunk,4109,2
broke,4343,5
nicholas,6415,1
hosts,3918,1
governorkeep,5069,1
males,4010,4
abcnews,9113,1
testament,4956,1
cain,548,1
#plans,6153,1
toilet,9544,1
alex,7913,1
mmmmrrrrr,5961,1
pathetic,3861,3
grade,261,21
dressage,5837,2
#bridesmaids,9326,1
choices,1628,7
increased,3353,2
unaffordable,7077,1
hmmmm,6052,1
showsromney,8781,1
#bills,9161,1
grabs,7250,2
vida,8993,1
romneyjobs,1968,1
obamacares,10600,1
inspiring,2750,2
#homieneedsanewdebatecoach,5074,1
matching,8688,1
#thefuckery,6533,1
increases,7321,2
cried,5854,1
discus,10661,1
diversity,628,1
#govt,10075,1
overspend,4722,1
came,1092,21
grace,1380,7
ark,3993,1
uobama,7435,1
romneysmart,10636,1
seguido,10693,1
arm,1522,3
cleveland,218,4
kids,1046,38
broaden,4002,3
bowes,9287,1
vice,3128,4
art,3522,2
curly,9501,1
thoughtful,5103,1
noticed,2180,6
onstage,1889,2
abraham,195,37
call,736,47
notices,6574,2
calm,569,10
scrawl,6130,1
kick,2662,9
cali,3996,2
asf,5818,1
rachel,2230,1
trumps,4397,1
ask,1570,45
dojsa,5943,1
#whyreelecthim,5376,1
tweeters,8076,1
algo,4576,2
ass,97,182
stuffing,7112,1
mincing,9924,1
anyways,5054,6
becoming,1013,6
strength,1145,11
arguements,9922,1
run,1274,65
cant,1843,43
loooooooong,5535,1
bomb,8061,2
cans,541,3
mouse,2660,1
mother,3917,4
view,2530,14
ate,6085,7
neighbors,2387,1
barracketolgy,9817,1
#stoplikingman,10704,1
donate,9175,1
moly,3516,1
results,1168,4
dust,1311,2
statistic,6489,1
sweatin,8152,1
mole,7294,1
mold,5213,2
#thankyou,9422,1
