stance,5205,5,NN,
black,559,178,NNP,JJ,
pussy,2572,5,NN,
#illmoveforwardwithobama,5102,1,NN,
asked,784,18,VBN,VBD,
limits,7166,4,NNS,VBZ,
diffrently,7513,1,RB,
party's,9478,1,
expresident,510,2,
suffocated,5354,1,VBD,
demonstrated,1630,1,VBN,
convention,6802,3,NN,
#negativenancy,8462,1,NN,
douche,991,7,NN,
salaries,4489,2,NNS,
butit's,9852,1,
slapping,396,1,NN,
iknow,5577,2,NN,
towns,2308,1,NNS,
soal,7926,2,JJ,
fartoh,8857,1,
impress,2003,1,VB,
#helpajoout,10580,1,NNP,
discovery,3527,1,NN,
owners,3036,2,NNS,
mejor,8030,3,FW,
deserve,1233,10,VB,VBP,
#ronpaulrevolution,696,1,NN,
pillow,1611,3,NN,
ferb,4569,1,NN,
#pieces,6831,1,NNS,
pursuing,6558,3,VBG,
himthis,10080,1,
healthhcare,1440,1,NN,
abortions,4090,5,NNS,
governorwillalwaysbeagovernor,6365,1,
wdrugs,6759,1,
frappichinos,7491,1,NNPS,
#letsnot,595,1,NN,
joining,4670,2,VBG,
france,2082,1,NNP,
donate,9175,1,VB,
#where'sdabeef,8130,1,
#romneymittskin,8530,1,NN,
laboratories,9190,1,NNS,
blinks,3722,11,VBZ,
2nd,1766,12,JJ,
derail,8194,1,VB,
foreigner,4057,1,NN,
embassy,3860,2,NN,
thot,8883,1,NN,
girlfriend,3303,3,NN,
#fact,3283,3,NN,NNP,VB,
simpsonbowles,2818,2,
thoo,9149,1,NN,
#debateusa,10469,1,NN,
traditional,8414,1,JJ,
whatsoever,842,2,RB,
soda,9329,1,NN,
#gop's,6596,1,
represent,4362,5,VB,VBP,
sock,4031,4,NN,VBP,
amazing,5509,3,JJ,
domineering,4794,1,JJ,
byeobama,6949,1,
bobs,6634,1,NNS,
sharpened,8829,1,JJ,
forever,4561,5,RB,
sums,5799,1,NNS,
speeches,4350,5,NNS,
stands,411,4,VBZ,
background,4481,1,NN,
smashed,1999,1,VBN,
nothing,441,77,NN,NNP,VBG,
anal,3470,2,JJ,
whateverhe,4560,1,
40s,1455,1,NNS,
comments,3911,6,NNS,
sumn,4152,1,NN,
body,1134,17,NN,
astronauts,6895,1,NNS,
egregious,8954,1,JJ,
blacky,9838,1,JJ,
thru,2603,5,VBP,NNP,IN,NN,
rocked,3258,1,VBN,
communicating,2325,2,VBG,
confusing,1238,3,VBG,JJ,
oportunidad,2738,1,NN,
#done,10092,1,VBP,
wana,9359,2,NN,NNP,
blacks,3462,7,NNS,NNPS,
enough,187,53,RB,JJ,NNP,
#ebn,10187,1,NN,
keg,6120,1,NN,
cleveland,218,4,NNP,
clowns,4220,4,NNS,
#runningoutoftime,4475,1,JJ,
monotheistic,3260,1,JJ,
tonightromney,6376,1,
robbing,9561,1,VBG,
key,314,17,NN,JJ,
afghanistan,674,3,NNP,
eager,3007,1,JJ,
kfc,5071,1,NN,
mf's,6772,1,
#fail,2392,4,NN,JJ,NNP,
script,7641,1,NN,
disjointed,6567,1,JJ,
mf'n,3410,1,
mgicos,6700,1,NNS,
#nickortiz2012,3985,1,
better,448,175,JJR,RBR,RB,NNP,
#trucked,10196,1,VBD,
deity,9379,1,NN,
#mittsnottheman,8896,1,NN,
lightweight,9401,1,
walk,1273,29,NN,VB,
constitution,1352,89,NN,NNP,
wall,2926,15,NN,NNP,
andlazy,5053,1,
#debatelostsou,7007,1,NN,
salty,9194,2,JJ,
ignored,2040,6,VBN,
saying,712,174,VBG,
trampling,8953,1,VBG,
instigator,3772,1,NNP,
facepalmed,10133,1,VBD,
thts,2012,2,NNS,VBZ,
ernie's,2882,13,
nite,8576,2,JJ,VBP,
consensus,4703,5,NN,
#toofunny,6971,1,NN,
#dreams,4059,1,NNS,
freeenterprise,4417,1,
#debatable,7214,1,JJ,
congratulations,4248,1,NNS,
salud,63,1,FW,
flying,2680,1,VBG,
waka,8404,1,NNP,
wake,2455,6,NN,VB,
touched,1541,2,VBD,VBN,
demonstrates,10071,1,VBZ,
nixon,6757,2,NNP,
artist,7546,1,NN,
cheating,4453,2,VBG,NN,
roaming,8181,1,VBG,
counseling,9294,1,VBG,
voting,87,110,VBG,NN,NNP,
#b,10015,1,NN,
#d,10529,1,NN,
shaves,10610,1,VBZ,
society,4181,4,NN,
#ibelieveyouhavemystapler,6718,1,NN,
funny,870,46,JJ,NNP,
creole,6809,1,NN,
#r,1451,1,NN,
unsure,10282,1,JJ,
#p,10256,1,NN,VBP,
#o,10343,1,NN,
#obamabiden2012,3364,1,
feud,3431,1,NN,
steamrollering,8791,1,VBG,
ignores,3186,1,VBZ,
throne,3680,4,NN,
anew,9956,1,RB,
uk's,1439,1,
wedding,1387,3,NN,
suit,2368,8,NN,VB,
#liberalhack,1722,1,NN,
laying,385,3,VBG,
#gays,5931,1,NNS,
disabled,4379,2,JJ,
#getwiththeprogram,6527,1,NNP,
libsdon't,9499,1,
fell,3597,7,VBD,NNP,
snatches,5629,1,VBZ,
waab,9038,1,NN,
unprepared,6780,3,JJ,
flatts,3695,1,NNP,
godfearing,5377,1,
confirmed,2366,2,VBN,
deliver,8739,2,VB,
#got'em,8536,1,
wheres,2547,2,NNS,NNP,
anybody,3135,14,NN,
#romneywinning,1248,3,NN,VBG,
educated,1002,12,VBN,
lesson,2200,6,NN,
programs,1608,3,NNS,
shades,5697,1,NNS,
noticing,5150,2,VBG,
watttt,7750,1,NNP,
medetailsyou,4410,1,
montoya,3223,1,NNP,
eastwood's,6899,3,
stripes,6577,2,NNS,
disarray,8721,1,NN,
#tatatatodayjunior,9678,1,JJ,
#readup,10474,1,NN,
earlier,10471,1,JJR,
funds,2470,5,NNS,VBZ,
eric,10397,1,NNP,
computer's,588,1,
#disrespect,8759,1,NN,
alphabet,8199,1,NN,
murderer,7377,1,NN,
troublesay,7561,1,
delivery,6649,2,NN,
obligated,10138,1,VBN,
follower,5335,2,NN,
nozero,4655,1,
sabotage,10400,1,VB,
#us2012,7892,1,
plenty,4978,1,NN,
irritated,3291,1,JJ,
followed,3398,5,VBN,VBD,
kos,10396,1,NNP,
withhe,10048,1,
treatin,5874,1,VBP,
grasping,10577,1,VBG,
pictured,10657,1,VBD,
tugged,4121,1,VBN,
nominate,8966,1,VBP,
usual,6041,4,JJ,NNP,
jacket,5989,1,NN,
pushy,4493,2,JJ,
texting,1588,7,VBG,NN,
jockey,9845,1,NN,
larger,7970,3,JJR,
guessing,9423,1,VBG,
lmentslol,7040,1,
barry,2138,14,NNP,VB,
#icantevenvote,8074,1,NNP,
it'd,9225,1,
translator,9068,1,NN,
#bezdebates,6845,1,NNS,
#teamobamaor,1790,1,NN,
within,1548,3,IN,
lerner,6381,1,NNP,
second,230,19,JJ,
spender,7020,2,NN,
study,981,5,VB,NN,
atlanta,771,1,NNP,
middle,267,76,JJ,NNP,NN,
displaying,9723,1,VBG,
infomercial,3415,2,JJ,
#right,8943,1,VB,
preps,6325,1,NNS,
looks,638,169,VBZ,NNS,NNPS,
results,1168,4,NNS,
rightttttt,8110,1,NNP,
lambo,6392,2,NN,NNP,
hardcore,1744,1,NNP,
facebook,931,8,NNP,NN,
collegeee,7886,2,NN,
childhood,3274,3,NN,
prepped,3807,2,VBN,
sence,7118,1,NN,
#rude,2072,11,NN,NNP,VBP,VB,
rat's,9550,1,
iwish,4906,1,NNP,
mcgriddle,1091,1,NN,
november,2298,8,NNP,
